t,X_0.0,X_0.1,X_0.2,X_0.3,X_0.4,X_0.5,X_0.6,X_0.7,X_0.8,X_0.9,X_1.0,X_1.1,X_1.2,X_1.3,X_1.4,X_1.5,X_1.6,X_1.7,X_1.8,X_1.9,X_2.0
7140,2.178251,2.175743,2.168220,2.155692,2.138172,2.115684,2.088259,2.055942,2.018789,1.976873,1.930283,1.879122,1.823511,1.763586,1.699492,1.631376,1.559389,1.483668,1.404322,1.321416,1.234945
7200,2.170839,2.168336,2.160830,2.148330,2.130852,2.108422,2.081073,2.048851,2.011816,1.970042,1.923619,1.872651,1.817260,1.757580,1.693753,1.625928,1.554248,1.478847,1.399827,1.317247,1.231088
7260,2.163433,2.160935,2.153447,2.140978,2.123545,2.101175,2.073904,2.041780,2.004865,1.963235,1.916980,1.866207,1.811036,1.751600,1.688040,1.620502,1.549127,1.474041,1.395343,1.313081,1.227236
7320,2.156035,2.153543,2.146074,2.133636,2.116250,2.093942,2.066752,2.034729,1.997937,1.956452,1.910368,1.859790,1.804838,1.745646,1.682353,1.615100,1.544027,1.469254,1.390874,1.308927,1.223344
7380,2.148646,2.146161,2.138711,2.126307,2.108969,2.086726,2.059619,2.027699,1.991032,1.949695,1.903783,1.853401,1.798670,1.739722,1.676695,1.609728,1.538955,1.464492,1.386421,1.304762,1.219456
7440,2.141268,2.138790,2.131360,2.118991,2.101703,2.079527,2.052506,2.020692,1.984151,1.942965,1.897226,1.847042,1.792532,1.733828,1.671066,1.604380,1.533902,1.459741,1.381970,1.300605,1.215563
7500,2.133903,2.131432,2.124023,2.111690,2.094454,2.072348,2.045414,2.013707,1.977296,1.936261,1.890698,1.840712,1.786424,1.727963,1.665463,1.599058,1.528871,1.455006,1.377529,1.296443,1.211691
7560,2.126552,2.124089,2.116702,2.104406,2.087224,2.065188,2.038344,2.006747,1.970467,1.929586,1.884198,1.834410,1.780344,1.722124,1.659885,1.593754,1.523852,1.450276,1.373088,1.292297,1.207842
7620,2.119217,2.116761,2.109397,2.097140,2.080012,2.058050,2.031297,1.999812,1.963664,1.922936,1.877725,1.828136,1.774289,1.716310,1.654328,1.588469,1.518849,1.445562,1.368665,1.288161,1.203957
7680,2.111900,2.109451,2.102111,2.089892,2.072821,2.050933,2.024273,1.992900,1.956886,1.916314,1.871279,1.821889,1.768262,1.710522,1.648796,1.583207,1.513867,1.440866,1.364255,1.284022,1.200072
7740,2.104600,2.102160,2.094843,2.082665,2.065651,2.043838,2.017272,1.986014,1.950135,1.909719,1.864862,1.815671,1.762263,1.704761,1.643289,1.577967,1.508903,1.436181,1.359846,1.279885,1.196230
7800,2.097320,2.094888,2.087595,2.075459,2.058503,2.036767,2.010297,1.979154,1.943411,1.903151,1.858472,1.809480,1.756289,1.699022,1.637801,1.572741,1.503948,1.431501,1.355444,1.275768,1.192379
7860,2.090060,2.087636,2.080369,2.068274,2.051378,2.029719,2.003346,1.972319,1.936712,1.896610,1.852109,1.803314,1.750340,1.693306,1.632333,1.567534,1.499009,1.426836,1.351053,1.271648,1.188566
7920,2.082822,2.080406,2.073164,2.061111,2.044276,2.022695,1.996419,1.965510,1.930040,1.890095,1.845771,1.797172,1.744413,1.687610,1.626881,1.562337,1.494076,1.422171,1.346665,1.267556,1.184784
7980,2.075605,2.073197,2.065981,2.053972,2.037197,2.015695,1.989518,1.958725,1.923393,1.883604,1.839456,1.791053,1.738506,1.681933,1.621447,1.557157,1.489160,1.417529,1.342305,1.263479,1.180950
8040,2.068410,2.066011,2.058820,2.046854,2.030141,2.008719,1.982640,1.951965,1.916770,1.877139,1.833167,1.784958,1.732624,1.676278,1.616035,1.551999,1.484267,1.412908,1.337958,1.259396,1.177125
8100,2.061237,2.058847,2.051682,2.039760,2.023109,2.001767,1.975787,1.945231,1.910173,1.870699,1.826903,1.778889,1.726766,1.670647,1.610644,1.546862,1.479391,1.408300,1.333621,1.255327,1.173293
8160,2.054087,2.051706,2.044568,2.032690,2.016100,1.994839,1.968959,1.938522,1.903602,1.864285,1.820665,1.772845,1.720933,1.665041,1.605278,1.541748,1.474538,1.403712,1.329295,1.251250,1.169489
8220,2.046960,2.044588,2.037476,2.025643,2.009117,1.987937,1.962157,1.931839,1.897058,1.857898,1.814454,1.766827,1.715124,1.659456,1.599930,1.536646,1.469689,1.399121,1.324964,1.247195,1.165717
8280,2.039857,2.037494,2.030409,2.018621,2.002158,1.981061,1.955381,1.925182,1.890539,1.851536,1.808266,1.760831,1.709336,1.653890,1.594599,1.531560,1.464857,1.394547,1.320655,1.243151,1.161942
8340,2.032779,2.030425,2.023367,2.011624,1.995225,1.974209,1.948630,1.918551,1.884045,1.845199,1.802103,1.754858,1.703570,1.648345,1.589287,1.526492,1.460040,1.389990,1.316363,1.239124,1.158130
8400,2.025726,2.023380,2.016350,2.004652,1.988316,1.967383,1.941905,1.911945,1.877578,1.838887,1.795965,1.748911,1.697829,1.642824,1.583999,1.521448,1.455250,1.385459,1.312088,1.235085,1.154312
8460,2.018697,2.016361,2.009358,1.997706,1.981434,1.960583,1.935206,1.905366,1.871136,1.832602,1.789853,1.742989,1.692113,1.637328,1.578734,1.516424,1.450475,1.380934,1.307811,1.231052,1.150529
8520,2.011694,2.009367,2.002391,1.990785,1.974577,1.953810,1.928534,1.898813,1.864722,1.826343,1.783768,1.737093,1.686420,1.631852,1.573488,1.511416,1.445710,1.376416,1.303538,1.227027,1.146779
8580,2.004717,2.002399,1.995451,1.983891,1.967748,1.947063,1.921888,1.892287,1.858334,1.820110,1.777706,1.731219,1.680748,1.626395,1.568256,1.506419,1.440953,1.371903,1.299274,1.223025,1.143033
8640,1.997767,1.995458,1.988538,1.977023,1.960945,1.940342,1.915269,1.885787,1.851971,1.813901,1.771668,1.725366,1.675096,1.620957,1.563043,1.501439,1.436214,1.367411,1.295035,1.219033,1.139267
8700,1.990843,1.988544,1.981651,1.970182,1.954168,1.933648,1.908676,1.879313,1.845633,1.807717,1.765654,1.719538,1.669468,1.615541,1.557851,1.496480,1.431496,1.362939,1.290810,1.215045,1.135477
8760,1.983946,1.981655,1.974790,1.963368,1.947418,1.926981,1.902109,1.872865,1.839322,1.801559,1.759666,1.713735,1.663864,1.610149,1.552682,1.491544,1.426799,1.358485,1.286594,1.211052,1.131688
8820,1.977075,1.974794,1.967957,1.956580,1.940695,1.920341,1.895570,1.866445,1.833037,1.795428,1.753704,1.707958,1.658285,1.604781,1.547535,1.486627,1.422118,1.354040,1.282381,1.207059,1.127910
8880,1.970232,1.967960,1.961150,1.949820,1.933999,1.913728,1.889058,1.860052,1.826780,1.789323,1.747768,1.702205,1.652729,1.599434,1.542407,1.481726,1.417448,1.349601,1.278171,1.203076,1.124163
8940,1.963417,1.961154,1.954372,1.943088,1.927332,1.907143,1.882574,1.853686,1.820550,1.783244,1.741857,1.696476,1.647195,1.594108,1.537298,1.476841,1.412792,1.345178,1.273978,1.199111,1.120377
9000,1.956630,1.954377,1.947622,1.936385,1.920692,1.900586,1.876118,1.847347,1.814346,1.777192,1.735971,1.690772,1.641686,1.588804,1.532211,1.471977,1.408156,1.340769,1.269792,1.195133,1.116644
9060,1.949872,1.947628,1.940901,1.929709,1.914081,1.894058,1.869689,1.841036,1.808169,1.771166,1.730111,1.685091,1.636198,1.583519,1.527137,1.467121,1.403520,1.336353,1.265597,1.191182,1.112999
9120,1.943142,1.940907,1.934208,1.923062,1.907499,1.887557,1.863288,1.834752,1.802018,1.765164,1.724273,1.679430,1.630727,1.578248,1.522075,1.462273,1.398892,1.331951,1.261432,1.187270,1.109293
9180,1.936441,1.934215,1.927544,1.916443,1.900943,1.881083,1.856913,1.828493,1.795892,1.759185,1.718457,1.673791,1.625276,1.572997,1.517032,1.457448,1.394290,1.327579,1.257293,1.183345,1.105551
9240,1.929768,1.927551,1.920907,1.909852,1.894416,1.874637,1.850565,1.822260,1.789791,1.753232,1.712665,1.668175,1.619848,1.567768,1.512010,1.452641,1.389704,1.323218,1.253156,1.179423,1.101823
9300,1.923123,1.920916,1.914299,1.903289,1.887916,1.868218,1.844244,1.816054,1.783716,1.747304,1.706898,1.662583,1.614443,1.562560,1.507009,1.447854,1.385138,1.318874,1.249029,1.175503,1.098125
9360,1.916507,1.914308,1.907718,1.896754,1.881444,1.861826,1.837950,1.809875,1.777667,1.741401,1.701156,1.657014,1.609059,1.557372,1.502026,1.443082,1.380581,1.314533,1.244905,1.171600,1.094429
9420,1.909919,1.907729,1.901166,1.890247,1.875000,1.855462,1.831684,1.803723,1.771645,1.735523,1.695437,1.651467,1.603696,1.552203,1.497060,1.438326,1.376039,1.310208,1.240796,1.167700,1.090742
9480,1.903359,1.901179,1.894643,1.883768,1.868583,1.849126,1.825445,1.797597,1.765648,1.729670,1.689742,1.645943,1.598354,1.547053,1.492111,1.433583,1.371507,1.305888,1.236689,1.163813,1.087095
9540,1.896828,1.894657,1.888148,1.877318,1.862195,1.842817,1.819232,1.791496,1.759676,1.723841,1.684069,1.640439,1.593031,1.541920,1.487176,1.428853,1.366985,1.301579,1.232596,1.159944,1.083455
9600,1.890326,1.888163,1.881681,1.870896,1.855835,1.836535,1.813046,1.785422,1.753728,1.718035,1.678418,1.634956,1.587726,1.536804,1.482256,1.424137,1.362479,1.297287,1.228525,1.156094,1.079783
9660,1.883851,1.881698,1.875242,1.864501,1.849501,1.830280,1.806885,1.779372,1.747805,1.712252,1.672790,1.629494,1.582443,1.531709,1.477359,1.419443,1.357996,1.293018,1.224468,1.152234,1.076132
9720,1.877405,1.875260,1.868831,1.858133,1.843195,1.824052,1.800752,1.773349,1.741907,1.706494,1.667186,1.624056,1.577181,1.526634,1.472478,1.414763,1.353522,1.288752,1.220411,1.148391,1.072474
9780,1.870987,1.868850,1.862447,1.851794,1.836916,1.817851,1.794644,1.767351,1.736034,1.700760,1.661604,1.618639,1.571940,1.521578,1.467616,1.410104,1.349070,1.284511,1.216380,1.144551,1.068778
9840,1.864596,1.862469,1.856092,1.845482,1.830664,1.811676,1.788563,1.761379,1.730186,1.695051,1.656047,1.613246,1.566723,1.516547,1.462779,1.405467,1.344638,1.280286,1.212352,1.140703,1.065122
9900,1.858234,1.856116,1.849765,1.839198,1.824441,1.805529,1.782509,1.755434,1.724365,1.689368,1.650515,1.607877,1.561528,1.511535,1.457959,1.400845,1.340215,1.276061,1.208322,1.136869,1.061480
9960,1.851901,1.849791,1.843466,1.832942,1.818245,1.799410,1.776483,1.749516,1.718570,1.683710,1.645006,1.602530,1.556353,1.506542,1.453155,1.396235,1.335803,1.271845,1.204301,1.133044,1.057882
10020,1.845596,1.843495,1.837196,1.826715,1.812077,1.793319,1.770483,1.743624,1.712799,1.678075,1.639520,1.597204,1.551197,1.501565,1.448364,1.391635,1.331396,1.267633,1.200287,1.129241,1.054305
10080,1.839320,1.837227,1.830954,1.820515,1.805937,1.787254,1.764510,1.737756,1.707052,1.672462,1.634054,1.591896,1.546058,1.496603,1.443586,1.387046,1.327001,1.263436,1.196295,1.125459,1.050709
10140,1.833073,1.830988,1.824740,1.814344,1.799824,1.781216,1.758562,1.731914,1.701329,1.666872,1.628610,1.586609,1.540938,1.491660,1.438826,1.382476,1.322626,1.259260,1.192320,1.121677,1.047130
10200,1.826853,1.824777,1.818554,1.808199,1.793738,1.775203,1.752639,1.726096,1.695630,1.661305,1.623187,1.581343,1.535838,1.486734,1.434082,1.377920,1.318262,1.255092,1.188350,1.117913,1.043548
10260,1.820660,1.818593,1.812395,1.802082,1.787678,1.769217,1.746742,1.720302,1.689955,1.655761,1.617787,1.576097,1.530757,1.481827,1.429357,1.373382,1.313918,1.250947,1.184403,1.114148,1.039931
10320,1.814495,1.812436,1.806263,1.795991,1.781645,1.763257,1.740870,1.714534,1.684304,1.650241,1.612409,1.570873,1.525697,1.476940,1.424651,1.368864,1.309591,1.246813,1.180460,1.110386,1.036342
10380,1.808358,1.806307,1.800158,1.789927,1.775638,1.757323,1.735025,1.708791,1.678677,1.644744,1.607054,1.565671,1.520659,1.472074,1.419964,1.364363,1.305280,1.242691,1.176522,1.106627,1.032778
10440,1.802247,1.800205,1.794081,1.783891,1.769658,1.751416,1.729205,1.703073,1.673075,1.639271,1.601722,1.560491,1.515640,1.467224,1.415292,1.359873,1.300975,1.238572,1.172591,1.102889,1.029214
10500,1.796165,1.794130,1.788031,1.777882,1.763705,1.745535,1.723410,1.697380,1.667497,1.633820,1.596411,1.555330,1.510640,1.462394,1.410638,1.355402,1.296691,1.234479,1.168687,1.099156,1.025594
10560,1.790110,1.788083,1.782008,1.771899,1.757779,1.739680,1.717642,1.691712,1.661943,1.628393,1.591123,1.550193,1.505663,1.457587,1.406007,1.350953,1.292428,1.230400,1.164785,1.095414,1.022027
10620,1.784083,1.782064,1.776013,1.765944,1.751879,1.733851,1.711899,1.686069,1.656414,1.622991,1.585860,1.545079,1.500708,1.452798,1.401392,1.346516,1.288171,1.226320,1.160877,1.091686,1.018528
10680,1.778083,1.776072,1.770046,1.760016,1.746007,1.728050,1.706183,1.680452,1.650910,1.617612,1.580617,1.539984,1.495769,1.448023,1.396787,1.342085,1.283914,1.222239,1.156977,1.087990,1.015078
10740,1.772111,1.770109,1.764106,1.754116,1.740162,1.722274,1.700491,1.674859,1.645428,1.612254,1.575394,1.534906,1.490845,1.443261,1.392192,1.337662,1.279667,1.218173,1.153103,1.084322,1.011604
10800,1.766167,1.764172,1.758192,1.748242,1.734342,1.716523,1.694824,1.669289,1.639968,1.606916,1.570190,1.529845,1.485937,1.438513,1.387612,1.333254,1.275436,1.214127,1.149248,1.080658,1.008120
10860,1.760248,1.758262,1.752305,1.742393,1.728547,1.710797,1.689180,1.663741,1.634530,1.601599,1.565005,1.524803,1.481046,1.433782,1.383046,1.328860,1.271220,1.210094,1.145402,1.077001,1.004656
10920,1.754356,1.752377,1.746444,1.736570,1.722777,1.705094,1.683560,1.658216,1.629113,1.596302,1.559839,1.519778,1.476172,1.429066,1.378496,1.324481,1.267019,1.206076,1.141572,1.073359,1.001174
10980,1.748489,1.746518,1.740608,1.730772,1.717031,1.699416,1.677962,1.652713,1.623717,1.591026,1.554694,1.514773,1.471317,1.424369,1.373965,1.320123,1.262840,1.202082,1.137763,1.069722,0.997673
11040,1.742648,1.740684,1.734796,1.724998,1.711310,1.693762,1.672389,1.647234,1.618345,1.585772,1.549570,1.509790,1.466483,1.419694,1.369456,1.315786,1.258682,1.198103,1.133960,1.066082,0.994209
11100,1.736832,1.734875,1.729010,1.719250,1.705614,1.688132,1.666839,1.641778,1.612995,1.580541,1.544468,1.504828,1.461670,1.415037,1.364963,1.311463,1.254532,1.194128,1.130158,1.062458,0.990763
11160,1.731041,1.729092,1.723250,1.713526,1.699943,1.682527,1.661314,1.636346,1.607668,1.575331,1.539387,1.499884,1.456874,1.410397,1.360485,1.307154,1.250396,1.190167,1.126373,1.058847,0.987308
11220,1.725276,1.723335,1.717515,1.707828,1.694296,1.676946,1.655812,1.630936,1.602364,1.570143,1.534326,1.494961,1.452098,1.405776,1.356027,1.302865,1.246279,1.186226,1.122607,1.055242,0.983804
11280,1.719537,1.717603,1.711805,1.702156,1.688674,1.671389,1.650335,1.625551,1.597082,1.564978,1.529288,1.490061,1.447344,1.401177,1.351590,1.298595,1.242182,1.182300,1.118844,1.051625,0.980364
11340,1.713824,1.711897,1.706121,1.696508,1.683078,1.665858,1.644882,1.620189,1.591824,1.559836,1.524272,1.485181,1.442609,1.396596,1.347168,1.294338,1.238091,1.178374,1.115082,1.048035,0.976946
11400,1.708136,1.706217,1.700463,1.690886,1.677507,1.660351,1.639453,1.614851,1.586589,1.554715,1.519276,1.480321,1.437893,1.392031,1.342762,1.290095,1.234013,1.174462,1.111336,1.044453,0.973547
11460,1.702475,1.700563,1.694831,1.685290,1.671961,1.654869,1.634048,1.609536,1.581377,1.549616,1.514301,1.475480,1.433194,1.387482,1.338369,1.285862,1.229942,1.170556,1.107599,1.040893,0.970146
11520,1.696839,1.694934,1.689224,1.679719,1.666440,1.649411,1.628667,1.604244,1.576186,1.544538,1.509346,1.470657,1.428513,1.382950,1.333993,1.281646,1.225892,1.166675,1.103888,1.037339,0.966700
11580,1.691229,1.689331,1.683642,1.674173,1.660943,1.643977,1.623309,1.598975,1.571017,1.539481,1.504412,1.465856,1.423853,1.378439,1.329637,1.277450,1.221860,1.162807,1.100178,1.033774,0.963298
11640,1.685644,1.683754,1.678086,1.668652,1.655471,1.638568,1.617975,1.593729,1.565872,1.534447,1.499500,1.461074,1.419211,1.373944,1.325294,1.273265,1.217834,1.158941,1.096470,1.030230,0.959908
11700,1.680085,1.678201,1.672555,1.663156,1.650024,1.633183,1.612665,1.588507,1.560748,1.529434,1.494607,1.456311,1.414587,1.369466,1.320968,1.269096,1.213826,1.155095,1.092786,1.026695,0.956485
11760,1.674551,1.672675,1.667049,1.657685,1.644601,1.627822,1.607378,1.583307,1.555647,1.524442,1.489735,1.451569,1.409983,1.365007,1.316661,1.264945,1.209833,1.151261,1.089105,1.023158,0.953120
11820,1.669042,1.667173,1.661568,1.652238,1.639203,1.622485,1.602115,1.578130,1.550568,1.519472,1.484885,1.446847,1.405397,1.360564,1.312367,1.260803,1.205846,1.147427,1.085424,1.019644,0.949819
11880,1.663559,1.661696,1.656112,1.646817,1.633829,1.617172,1.596876,1.572976,1.545511,1.514523,1.480053,1.442141,1.400825,1.356134,1.308083,1.256670,1.201866,1.143603,1.081764,1.016161,0.946483
11940,1.658101,1.656245,1.650681,1.641420,1.628479,1.611882,1.591658,1.567843,1.540474,1.509592,1.475239,1.437453,1.396271,1.351720,1.303816,1.252555,1.197907,1.139805,1.078130,1.012679,0.943123
12000,1.652667,1.650818,1.645274,1.636047,1.623152,1.606615,1.586464,1.562732,1.535459,1.504683,1.470446,1.432785,1.391736,1.347325,1.299567,1.248457,1.193963,1.136018,1.074498,1.009195,0.939804
12060,1.647257,1.645415,1.639891,1.630697,1.617849,1.601371,1.581292,1.557644,1.530465,1.499794,1.465672,1.428135,1.387217,1.342945,1.295330,1.244368,1.190026,1.132233,1.070865,1.005729,0.936553
12120,1.641871,1.640036,1.634532,1.625372,1.612570,1.596150,1.576142,1.552576,1.525491,1.494924,1.460915,1.423500,1.382712,1.338576,1.291104,1.240288,1.186096,1.128457,1.067253,1.002294,0.933273
12180,1.636510,1.634681,1.629197,1.620069,1.607313,1.590952,1.571013,1.547529,1.520536,1.490073,1.456176,1.418882,1.378223,1.334223,1.286893,1.236225,1.182186,1.124708,1.063668,0.998864,0.929943
12240,1.631172,1.629349,1.623885,1.614789,1.602079,1.585775,1.565905,1.542503,1.515602,1.485241,1.451456,1.414283,1.373754,1.329890,1.282703,1.232184,1.178301,1.120981,1.060098,0.995429,0.926607
12300,1.625856,1.624040,1.618596,1.609532,1.596866,1.580620,1.560820,1.537498,1.510689,1.480430,1.446757,1.409705,1.369305,1.325578,1.278534,1.228164,1.174434,1.117268,1.056532,0.991994,0.923301
12360,1.620564,1.618755,1.613330,1.604298,1.591677,1.575488,1.555757,1.532516,1.505798,1.475641,1.442080,1.405148,1.364876,1.321285,1.274383,1.224160,1.170580,1.113562,1.052969,0.988570,0.920005
12420,1.615296,1.613493,1.608087,1.599088,1.586512,1.570379,1.550717,1.527556,1.500929,1.470873,1.437422,1.400610,1.360466,1.317009,1.270248,1.220170,1.166736,1.109864,1.049412,0.985148,0.916740
12480,1.610052,1.608255,1.602868,1.593901,1.581369,1.565293,1.545699,1.522618,1.496081,1.466125,1.432785,1.396091,1.356072,1.312748,1.266124,1.216188,1.162897,1.106169,1.045861,0.981751,0.913496
12540,1.604831,1.603041,1.597674,1.588738,1.576250,1.560230,1.540703,1.517701,1.491254,1.461397,1.428165,1.391588,1.351694,1.308502,1.262016,1.212221,1.159074,1.102492,1.042331,0.978363,0.910241
12600,1.599635,1.597851,1.592502,1.583598,1.571153,1.555189,1.535729,1.512805,1.486446,1.456688,1.423564,1.387104,1.347334,1.304271,1.257921,1.208265,1.155261,1.098821,1.038804,0.974986,0.907056
12660,1.594462,1.592684,1.587354,1.578481,1.566079,1.550170,1.530777,1.507929,1.481659,1.451999,1.418981,1.382635,1.342988,1.300054,1.253837,1.204319,1.151455,1.095159,1.035291,0.971637,0.903876
12720,1.589311,1.587540,1.582228,1.573386,1.561027,1.545172,1.525845,1.503074,1.476890,1.447327,1.414414,1.378183,1.338656,1.295850,1.249766,1.200386,1.147664,1.091515,1.031801,0.968302,0.900653
12780,1.584183,1.582418,1.577125,1.568313,1.555997,1.540195,1.520933,1.498238,1.472141,1.442673,1.409866,1.373747,1.334341,1.291663,1.245712,1.196470,1.143891,1.087889,1.028322,0.964960,0.897461
12840,1.579078,1.577319,1.572044,1.563262,1.550988,1.535240,1.516042,1.493423,1.467411,1.438038,1.405335,1.369329,1.330043,1.287490,1.241671,1.192565,1.140126,1.084266,1.024844,0.961636,0.894318
12900,1.573994,1.572241,1.566984,1.558232,1.545999,1.530305,1.511172,1.488627,1.462700,1.433421,1.400821,1.364926,1.325758,1.283330,1.237641,1.188671,1.136371,1.080656,1.021383,0.958336,0.891196
12960,1.568932,1.567185,1.561946,1.553224,1.541032,1.525390,1.506320,1.483849,1.458006,1.428821,1.396323,1.360538,1.321488,1.279184,1.233625,1.184790,1.132632,1.077063,1.017946,0.955057,0.888023
13020,1.563891,1.562150,1.556929,1.548236,1.536085,1.520495,1.501488,1.479091,1.453331,1.424239,1.391843,1.356168,1.317235,1.275056,1.229628,1.180931,1.128916,1.073497,1.014529,0.951771,0.884828
13080,1.558871,1.557136,1.551932,1.543269,1.531159,1.515621,1.496676,1.474352,1.448676,1.419676,1.387382,1.351817,1.313001,1.270947,1.225651,1.177090,1.125217,1.069941,1.011110,0.948480,0.881705
13140,1.553873,1.552143,1.546957,1.538323,1.526253,1.510767,1.491885,1.469634,1.444040,1.415132,1.382939,1.347483,1.308784,1.266852,1.221684,1.173258,1.121522,1.066384,1.007693,0.945217,0.878602
13200,1.548895,1.547171,1.542003,1.533397,1.521368,1.505933,1.487113,1.464934,1.439422,1.410606,1.378512,1.343164,1.304581,1.262771,1.217732,1.169440,1.117842,1.062845,1.004301,0.941966,0.875454
13260,1.543939,1.542221,1.537070,1.528493,1.516504,1.501119,1.482361,1.460254,1.434823,1.406098,1.374103,1.338863,1.300395,1.258708,1.213797,1.165638,1.114178,1.059323,1.000918,0.938716,0.872347
13320,1.539004,1.537292,1.532157,1.523609,1.511660,1.496326,1.477629,1.455592,1.430243,1.401608,1.369713,1.334579,1.296226,1.254660,1.209877,1.161850,1.110526,1.055808,0.997541,0.935481,0.869262
13380,1.534090,1.532383,1.527266,1.518746,1.506836,1.491552,1.472916,1.450950,1.425682,1.397136,1.365339,1.330312,1.292072,1.250626,1.205968,1.158072,1.106882,1.052300,0.994172,0.932259,0.866223
13440,1.529196,1.527495,1.522395,1.513903,1.502032,1.486798,1.468222,1.446327,1.421138,1.392681,1.360981,1.326059,1.287931,1.246604,1.202070,1.154303,1.103246,1.048803,0.990821,0.929066,0.863164
13500,1.524323,1.522628,1.517544,1.509080,1.497248,1.482063,1.463547,1.441721,1.416611,1.388242,1.356638,1.321821,1.283805,1.242597,1.198188,1.150551,1.099630,1.045328,0.987490,0.925873,0.860114
13560,1.519470,1.517780,1.512714,1.504277,1.492483,1.477347,1.458890,1.437133,1.412102,1.383820,1.352313,1.317599,1.279695,1.238604,1.194320,1.146812,1.096025,1.041862,0.984168,0.922699,0.857058
13620,1.514637,1.512953,1.507903,1.499494,1.487737,1.472650,1.454252,1.432564,1.407610,1.379416,1.348004,1.313394,1.275601,1.234629,1.190469,1.143093,1.092443,1.038421,0.980867,0.919522,0.853974
13680,1.509824,1.508145,1.503111,1.494729,1.483011,1.467972,1.449632,1.428013,1.403137,1.375030,1.343714,1.309207,1.271525,1.230671,1.186635,1.139388,1.088871,1.034984,0.977562,0.916346,0.850954
13740,1.505030,1.503357,1.498339,1.489985,1.478304,1.463314,1.445032,1.423480,1.398682,1.370662,1.339440,1.305037,1.267464,1.226727,1.182814,1.135695,1.085311,1.031558,0.974272,0.913194,0.847909
13800,1.500257,1.498589,1.493588,1.485260,1.473617,1.458674,1.440450,1.418967,1.394246,1.366311,1.335184,1.300882,1.263420,1.222800,1.179010,1.132020,1.081769,1.028152,0.971001,0.910044,0.844848
13860,1.495503,1.493841,1.488855,1.480555,1.468949,1.454054,1.435888,1.414471,1.389827,1.361978,1.330946,1.296747,1.259394,1.218891,1.175224,1.128362,1.078242,1.024757,0.967733,0.906892,0.841816
13920,1.490769,1.489112,1.484143,1.475869,1.464301,1.449453,1.431345,1.409995,1.385428,1.357664,1.326725,1.292628,1.255385,1.214997,1.171451,1.124714,1.074722,1.021364,0.964464,0.903751,0.838854
