t,X_0.0,X_0.1,X_0.2,X_0.3,X_0.4,X_0.5,X_0.6,X_0.7,X_0.8,X_0.9,X_1.0,X_1.1,X_1.2,X_1.3,X_1.4,X_1.5,X_1.6,X_1.7,X_1.8,X_1.9,X_surface
1140.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549996,2.549934,2.549239,2.543550,2.510850,2.381732,2.031843,1.363072,1.251114
1200.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549992,2.549888,2.548846,2.541173,2.501222,2.356258,1.987778,1.313592,1.236702
1260.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549985,2.549818,2.548305,2.538254,2.490499,2.329814,1.944245,1.266256,1.223040
1320.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549974,2.549715,2.547590,2.534740,2.478583,2.302371,1.901462,1.221723,1.210402
1380.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549997,2.549957,2.549567,2.546664,2.530597,2.465639,2.274372,1.859689,nan,1.198555
1440.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549994,2.549931,2.549364,2.545500,2.525796,2.451639,2.245704,1.818666,nan,1.187307
1500.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549990,2.549892,2.549089,2.544060,2.520319,2.436719,2.216755,1.778869,nan,1.176491
1560.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549983,2.549836,2.548729,2.542319,2.514155,2.420918,2.187541,1.740121,nan,1.166317
1620.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549973,2.549759,2.548267,2.540250,2.507313,2.404340,2.158230,1.702516,nan,1.156558
1680.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549996,2.549958,2.549652,2.547683,2.537821,2.499783,2.387059,2.128964,1.666132,nan,1.147324
1740.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549993,2.549937,2.549512,2.546965,2.535032,2.491611,2.369161,2.099749,1.630795,nan,1.138742
1800.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549990,2.549907,2.549328,2.546088,2.531828,2.482762,2.350711,2.070780,1.596773,nan,1.130635
1860.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549984,2.549866,2.549093,2.545040,2.528238,2.473349,2.331828,2.042030,1.563844,nan,1.122978
1920.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549997,2.549976,2.549810,2.548798,2.543808,2.524224,2.463289,2.312550,2.013735,1.532353,nan,1.115479
1980.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549996,2.549964,2.549737,2.548432,2.542363,2.519792,2.452736,2.293041,1.985830,1.501969,nan,1.108278
2040.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549994,2.549948,2.549642,2.547985,2.540705,2.514959,2.441637,2.273224,1.958435,1.472861,nan,1.101396
2100.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549990,2.549925,2.549521,2.547449,2.538816,2.509673,2.430069,2.253331,1.931530,1.444749,nan,1.094714
2160.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549986,2.549896,2.549368,2.546811,2.536677,2.503992,2.418088,2.233225,1.905134,1.417797,nan,1.088279
2220.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549997,2.549979,2.549857,2.549179,2.546060,2.534290,2.497901,2.405641,2.213103,1.879297,1.391726,nan,1.082220
2280.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549996,2.549970,2.549807,2.548947,2.545189,2.531639,2.491386,2.392864,2.192933,1.853908,1.366696,nan,1.076322
2340.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549994,2.549958,2.549743,2.548667,2.544187,2.528708,2.484498,2.379716,2.172727,1.829116,1.342500,nan,1.070731
2400.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549992,2.549942,2.549662,2.548333,2.543038,2.525508,2.477213,2.366238,2.152609,1.804731,1.319199,nan,1.065299
2460.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549988,2.549921,2.549562,2.547935,2.541739,2.522027,2.469538,2.352510,2.132436,1.780898,1.296690,nan,1.060166
2520.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549983,2.549894,2.549440,2.547468,2.540282,2.518242,2.461519,2.338459,2.112375,1.757536,1.274934,nan,1.055172
2580.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549996,2.549976,2.549859,2.549289,2.546927,2.538649,2.514175,2.453133,2.324186,2.092407,1.734637,1.253907,nan,1.050214
2640.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549995,2.549967,2.549816,2.549109,2.546304,2.536837,2.509827,2.444392,2.309734,2.072482,1.712255,1.233445,nan,1.045531
2700.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549993,2.549955,2.549761,2.548894,2.545586,2.534842,2.505159,2.435343,2.295004,2.052712,1.690211,1.213636,nan,1.040982
2760.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549990,2.549940,2.549694,2.548640,2.544772,2.532656,2.500206,2.425966,2.280132,2.033014,1.668648,1.194310,nan,1.036450
2820.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549986,2.549921,2.549612,2.548341,2.543854,2.530260,2.494971,2.416265,2.265123,2.013439,1.647481,1.175458,nan,1.031989
2880.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549997,2.549981,2.549897,2.549512,2.547994,2.542825,2.527661,2.489428,2.406293,2.249902,1.994031,1.626651,1.157037,nan,1.027739
2940.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549974,2.549866,2.549393,2.547592,2.541672,2.524857,2.483591,2.396033,2.234585,1.974663,1.606220,1.138976,nan,1.023494
3000.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549994,2.549965,2.549828,2.549250,2.547133,2.540393,2.521828,2.477480,2.385477,2.219154,1.955456,1.586038,1.121260,nan,1.019302
3060.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549991,2.549954,2.549782,2.549082,2.546607,2.538984,2.518575,2.471078,2.374683,2.203564,1.936373,1.566186,1.103763,nan,1.015211
3120.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549988,2.549940,2.549725,2.548885,2.546011,2.537436,2.515102,2.464376,2.363631,2.187899,1.917336,1.546562,1.086646,nan,1.011398
3180.000000,2.550000,2.550000,2.550000,2.550000,2.550000,2.549997,2.549984,2.549922,2.549657,2.548655,2.545339,2.535735,2.511404,2.457405,2.352300,2.172107,1.898421,1.527133,1.069815,nan,1.007722
3240.000000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549979,2.549900,2.549575,2.548389,2.544587,2.533883,2.507455,2.450158,2.340749,2.156181,1.879536,1.507951,1.053216,nan,1.004122
3300.000000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549995,2.549972,2.549873,2.549478,2.548083,2.543747,2.531875,2.503275,2.442602,2.328947,2.140182,1.860717,1.488889,1.036794,nan,1.000610
3360.000000,2.550000,2.550000,2.550000,2.550000,2.549999,2.549993,2.549964,2.549840,2.549363,2.547733,2.542811,2.529698,2.498862,2.434783,2.316888,2.124032,1.841978,1.470044,1.020397,nan,0.997055
3420.000000,2.550000,2.550000,2.550000,2.550000,2.549998,2.549990,2.549953,2.549800,2.549228,2.547334,2.541777,2.527345,2.494188,2.426695,2.304625,2.107788,1.823233,1.451309,1.004116,nan,0.993581
3480.000000,2.550000,2.550000,2.550000,2.550000,2.549997,2.549987,2.549940,2.549751,2.549071,2.546884,2.540638,2.524818,2.489268,2.418301,2.292110,2.091459,1.804573,1.432701,nan,nan,0.990043
3540.000000,2.550000,2.550000,2.550000,2.549999,2.549996,2.549983,2.549924,2.549693,2.548888,2.546374,2.539386,2.522111,2.484108,2.409652,2.279371,2.074978,1.785895,1.414169,nan,nan,0.986555
3600.000000,2.550000,2.550000,2.550000,2.549999,2.549995,2.549978,2.549904,2.549625,2.548678,2.545803,2.538014,2.519203,2.478683,2.400732,2.266439,2.058422,1.767235,1.395648,nan,nan,0.983264
3660.000000,2.550000,2.550000,2.550000,2.549999,2.549994,2.549971,2.549879,2.549544,2.548437,2.545166,2.536522,2.516107,2.473004,2.391524,2.253240,2.041727,1.748576,1.377197,nan,nan,0.980037
3720.000000,2.550000,2.550000,2.550000,2.549998,2.549991,2.549963,2.549850,2.549448,2.548161,2.544458,2.534904,2.512823,2.467092,2.382087,2.239888,2.024981,1.729963,1.358836,nan,nan,0.976880
3780.000000,2.550000,2.550000,2.549999,2.549998,2.549989,2.549952,2.549814,2.549337,2.547848,2.543672,2.533147,2.509328,2.460917,2.372388,2.226346,2.008172,1.711413,1.340608,nan,nan,0.973847
3840.000000,2.550000,2.550000,2.549999,2.549997,2.549985,2.549940,2.549772,2.549208,2.547495,2.542808,2.531255,2.505637,2.454501,2.362452,2.212633,1.991303,1.692912,1.322495,nan,nan,0.970802
3900.000000,2.550000,2.550000,2.549999,2.549996,2.549981,2.549924,2.549721,2.549059,2.547099,2.541860,2.529225,2.501753,2.447862,2.352313,2.198794,1.974426,1.674514,1.304537,nan,nan,0.967765
3960.000000,2.550000,2.550000,2.549999,2.549994,2.549976,2.549906,2.549662,2.548889,2.546656,2.540821,2.527044,2.497653,2.440960,2.341916,2.184775,1.957494,1.656182,1.286703,nan,nan,0.964778
4020.000000,2.550000,2.549999,2.549998,2.549992,2.549969,2.549883,2.549593,2.548694,2.546160,2.539688,2.524715,2.493353,2.433841,2.331340,2.170673,1.940602,1.637982,1.269022,nan,nan,0.961733
