scenario,T_platform_C,hm_factor,r_cm,X_event,is_pareto,representative
T49_hm1,49,1,1.98,0.07656428024,False,
T49_hm1,49,1,2,0.05242259173,False,
T49.25_hm1,49.25,1,0,0.1500000006,False,
T49.25_hm1,49.25,1,0.02,0.1499963783,False,
T49.25_hm1,49.25,1,0.04,0.1499855104,False,
T49.25_hm1,49.25,1,0.06,0.1499673015,False,
T49.25_hm1,49.25,1,0.08,0.1499417814,False,
T49.25_hm1,49.25,1,0.1,0.1499089987,False,
T49.25_hm1,49.25,1,0.12,0.1498689434,False,
T49.25_hm1,49.25,1,0.14,0.1498216031,False,
T49.25_hm1,49.25,1,0.16,0.149766835,False,
T49.25_hm1,49.25,1,0.18,0.1497047284,False,
T49.25_hm1,49.25,1,0.2,0.1496352854,False,
T49.25_hm1,49.25,1,0.22,0.1495584843,False,
T49.25_hm1,49.25,1,0.24,0.1494742866,False,
T49.25_hm1,49.25,1,0.26,0.1493825425,False,
T49.25_hm1,49.25,1,0.28,0.1492833595,False,
T49.25_hm1,49.25,1,0.3,0.1491767061,False,
T49.25_hm1,49.25,1,0.32,0.1490625479,False,
T49.25_hm1,49.25,1,0.34,0.1489407963,False,
T49.25_hm1,49.25,1,0.36,0.1488113588,False,
T49.25_hm1,49.25,1,0.38,0.1486742958,False,
T49.25_hm1,49.25,1,0.4,0.1485295619,False,
T49.25_hm1,49.25,1,0.42,0.1483771084,False,
T49.25_hm1,49.25,1,0.44,0.1482167925,False,
T49.25_hm1,49.25,1,0.46,0.1480485804,False,
T49.25_hm1,49.25,1,0.48,0.1478724821,False,
T49.25_hm1,49.25,1,0.5,0.1476884362,False,
T49.25_hm1,49.25,1,0.52,0.1474963775,False,
T49.25_hm1,49.25,1,0.54,0.1472961021,False,
T49.25_hm1,49.25,1,0.56,0.147087638,False,
T49.25_hm1,49.25,1,0.58,0.14687094,False,
T49.25_hm1,49.25,1,0.6,0.146645927,False,
T49.25_hm1,49.25,1,0.62,0.1464125055,False,
T49.25_hm1,49.25,1,0.64,0.1461704265,False,
T49.25_hm1,49.25,1,0.66,0.145919759,False,
T49.25_hm1,49.25,1,0.68,0.1456604031,False,
T49.25_hm1,49.25,1,0.7,0.1453922538,False,
T49.25_hm1,49.25,1,0.72,0.1451151476,False,
T49.25_hm1,49.25,1,0.74,0.1448288861,False,
T49.25_hm1,49.25,1,0.76,0.1445334767,False,
T49.25_hm1,49.25,1,0.78,0.1442287902,False,
T49.25_hm1,49.25,1,0.8,0.1439146904,False,
T49.25_hm1,49.25,1,0.82,0.14359093,False,
T49.25_hm1,49.25,1,0.84,0.143257363,False,
T49.25_hm1,49.25,1,0.86,0.1429139231,False,
T49.25_hm1,49.25,1,0.88,0.1425604423,False,
T49.25_hm1,49.25,1,0.9,0.1421967434,False,
T49.25_hm1,49.25,1,0.92,0.1418224743,False,
T49.25_hm1,49.25,1,0.94,0.1414375443,False,
T49.25_hm1,49.25,1,0.96,0.1410417951,False,
T49.25_hm1,49.25,1,0.98,0.140635006,False,
T49.25_hm1,49.25,1,1,0.1402169435,False,
T49.25_hm1,49.25,1,1.02,0.1397871195,False,
T49.25_hm1,49.25,1,1.04,0.1393455025,False,
T49.25_hm1,49.25,1,1.06,0.1388918142,False,
T49.25_hm1,49.25,1,1.08,0.1384257592,False,
T49.25_hm1,49.25,1,1.1,0.1379469604,False,
T49.25_hm1,49.25,1,1.12,0.1374549363,False,
T49.25_hm1,49.25,1,1.14,0.1369495286,False,
T49.25_hm1,49.25,1,1.16,0.1364303578,False,
T49.25_hm1,49.25,1,1.18,0.1358970187,False,
T49.25_hm1,49.25,1,1.2,0.1353489317,False,
T49.25_hm1,49.25,1,1.22,0.134785605,False,
T49.25_hm1,49.25,1,1.24,0.1342066972,False,
T49.25_hm1,49.25,1,1.26,0.1336116734,False,
T49.25_hm1,49.25,1,1.28,0.1329999589,False,
T49.25_hm1,49.25,1,1.3,0.1323706719,False,
T49.25_hm1,49.25,1,1.32,0.1317232779,False,
T49.25_hm1,49.25,1,1.34,0.1310571526,False,
T49.25_hm1,49.25,1,1.36,0.1303715094,False,
T49.25_hm1,49.25,1,1.38,0.1296654939,False,
T49.25_hm1,49.25,1,1.4,0.1289377418,False,
T49.25_hm1,49.25,1,1.42,0.128187608,False,
T49.25_hm1,49.25,1,1.44,0.1274139955,False,
T49.25_hm1,49.25,1,1.46,0.1266156766,False,
T49.25_hm1,49.25,1,1.48,0.1257911909,False,
T49.25_hm1,49.25,1,1.5,0.1249386551,False,
T49.25_hm1,49.25,1,1.52,0.124056832,False,
T49.25_hm1,49.25,1,1.54,0.1231438594,False,
T49.25_hm1,49.25,1,1.56,0.1221976521,False,
T49.25_hm1,49.25,1,1.58,0.1212155287,False,
T49.25_hm1,49.25,1,1.6,0.120194641,False,
T49.25_hm1,49.25,1,1.62,0.1191323648,False,
T49.25_hm1,49.25,1,1.64,0.1180252154,False,
T49.25_hm1,49.25,1,1.66,0.1168691731,False,
T49.25_hm1,49.25,1,1.68,0.1156587608,False,
T49.25_hm1,49.25,1,1.7,0.1143886915,False,
T49.25_hm1,49.25,1,1.72,0.1130527719,False,
T49.25_hm1,49.25,1,1.74,0.1116431352,False,
T49.25_hm1,49.25,1,1.76,0.1101502256,False,
T49.25_hm1,49.25,1,1.78,0.1085602436,False,
T49.25_hm1,49.25,1,1.8,0.106859537,False,
T49.25_hm1,49.25,1,1.82,0.1050290692,False,
T49.25_hm1,49.25,1,1.84,0.1030435459,False,
T49.25_hm1,49.25,1,1.86,0.1008679553,False,
T49.25_hm1,49.25,1,1.88,0.09844890799,False,
T49.25_hm1,49.25,1,1.9,0.09571619306,False,
T49.25_hm1,49.25,1,1.92,0.09255223155,False,
T49.25_hm1,49.25,1,1.94,0.0887493136,False,
T49.25_hm1,49.25,1,1.96,0.08386174379,False,
T49.25_hm1,49.25,1,1.98,0.07656458101,False,
T49.25_hm1,49.25,1,2,0.05244645079,False,
T49.5_hm1,49.5,1,0,0.1499999998,False,
T49.5_hm1,49.5,1,0.02,0.1499963775,False,
T49.5_hm1,49.5,1,0.04,0.1499855095,False,
T49.5_hm1,49.5,1,0.06,0.1499673007,False,
T49.5_hm1,49.5,1,0.08,0.1499417806,False,
T49.5_hm1,49.5,1,0.1,0.1499089979,False,
T49.5_hm1,49.5,1,0.12,0.1498689426,False,
T49.5_hm1,49.5,1,0.14,0.1498216024,False,
T49.5_hm1,49.5,1,0.16,0.1497668342,False,
T49.5_hm1,49.5,1,0.18,0.1497047277,False,
T49.5_hm1,49.5,1,0.2,0.1496352847,False,
T49.5_hm1,49.5,1,0.22,0.1495584836,False,
T49.5_hm1,49.5,1,0.24,0.149474286,False,
T49.5_hm1,49.5,1,0.26,0.1493825419,False,
T49.5_hm1,49.5,1,0.28,0.1492833589,False,
T49.5_hm1,49.5,1,0.3,0.1491767055,False,
T49.5_hm1,49.5,1,0.32,0.1490625473,False,
T49.5_hm1,49.5,1,0.34,0.1489407958,False,
T49.5_hm1,49.5,1,0.36,0.1488113584,False,
T49.5_hm1,49.5,1,0.38,0.1486742955,False,
T49.5_hm1,49.5,1,0.4,0.1485295616,False,
T49.5_hm1,49.5,1,0.42,0.1483771082,False,
T49.5_hm1,49.5,1,0.44,0.1482167922,False,
T49.5_hm1,49.5,1,0.46,0.1480485802,False,
T49.5_hm1,49.5,1,0.48,0.1478724821,False,
T49.5_hm1,49.5,1,0.5,0.1476884362,False,
T49.5_hm1,49.5,1,0.52,0.1474963775,False,
T49.5_hm1,49.5,1,0.54,0.1472961022,False,
T49.5_hm1,49.5,1,0.56,0.1470876382,False,
T49.5_hm1,49.5,1,0.58,0.1468709402,False,
T49.5_hm1,49.5,1,0.6,0.1466459274,False,
T49.5_hm1,49.5,1,0.62,0.146412506,False,
T49.5_hm1,49.5,1,0.64,0.146170427,False,
T49.5_hm1,49.5,1,0.66,0.1459197596,False,
T49.5_hm1,49.5,1,0.68,0.1456604038,False,
T49.5_hm1,49.5,1,0.7,0.1453922545,False,
T49.5_hm1,49.5,1,0.72,0.1451151485,False,
T49.5_hm1,49.5,1,0.74,0.1448288871,False,
T49.5_hm1,49.5,1,0.76,0.1445334778,False,
T49.5_hm1,49.5,1,0.78,0.1442287914,False,
T49.5_hm1,49.5,1,0.8,0.1439146917,False,
T49.5_hm1,49.5,1,0.82,0.1435909314,False,
T49.5_hm1,49.5,1,0.84,0.1432573645,False,
T49.5_hm1,49.5,1,0.86,0.1429139248,False,
T49.5_hm1,49.5,1,0.88,0.1425604441,False,
T49.5_hm1,49.5,1,0.9,0.1421967453,False,
T49.5_hm1,49.5,1,0.92,0.1418224764,False,
T49.5_hm1,49.5,1,0.94,0.1414375465,False,
T49.5_hm1,49.5,1,0.96,0.1410417975,False,
T49.5_hm1,49.5,1,0.98,0.1406350086,False,
T49.5_hm1,49.5,1,1,0.1402169463,False,
T49.5_hm1,49.5,1,1.02,0.1397871224,False,
T49.5_hm1,49.5,1,1.04,0.1393455056,False,
T49.5_hm1,49.5,1,1.06,0.1388918175,False,
T49.5_hm1,49.5,1,1.08,0.1384257627,False,
T49.5_hm1,49.5,1,1.1,0.1379469641,False,
T49.5_hm1,49.5,1,1.12,0.1374549402,False,
T49.5_hm1,49.5,1,1.14,0.1369495328,False,
T49.5_hm1,49.5,1,1.16,0.1364303622,False,
T49.5_hm1,49.5,1,1.18,0.1358970233,False,
T49.5_hm1,49.5,1,1.2,0.1353489366,False,
T49.5_hm1,49.5,1,1.22,0.1347856102,False,
T49.5_hm1,49.5,1,1.24,0.1342067026,False,
T49.5_hm1,49.5,1,1.26,0.1336116791,False,
T49.5_hm1,49.5,1,1.28,0.132999965,False,
T49.5_hm1,49.5,1,1.3,0.1323706783,False,
T49.5_hm1,49.5,1,1.32,0.1317232846,False,
T49.5_hm1,49.5,1,1.34,0.1310571597,False,
T49.5_hm1,49.5,1,1.36,0.1303715169,False,
T49.5_hm1,49.5,1,1.38,0.1296655019,False,
T49.5_hm1,49.5,1,1.4,0.1289377502,False,
T49.5_hm1,49.5,1,1.42,0.1281876169,False,
T49.5_hm1,49.5,1,1.44,0.127414005,False,
T49.5_hm1,49.5,1,1.46,0.1266156866,False,
T49.5_hm1,49.5,1,1.48,0.1257912015,False,
T49.5_hm1,49.5,1,1.5,0.1249386664,False,
T49.5_hm1,49.5,1,1.52,0.124056844,False,
T49.5_hm1,49.5,1,1.54,0.1231438722,False,
T49.5_hm1,49.5,1,1.56,0.1221976658,False,
T49.5_hm1,49.5,1,1.58,0.1212155433,False,
T49.5_hm1,49.5,1,1.6,0.1201946567,False,
T49.5_hm1,49.5,1,1.62,0.1191323815,False,
T49.5_hm1,49.5,1,1.64,0.1180252334,False,
T49.5_hm1,49.5,1,1.66,0.1168691925,False,
T49.5_hm1,49.5,1,1.68,0.1156587818,False,
T49.5_hm1,49.5,1,1.7,0.1143887144,False,
T49.5_hm1,49.5,1,1.72,0.1130527968,False,
T49.5_hm1,49.5,1,1.74,0.1116431624,False,
T49.5_hm1,49.5,1,1.76,0.1101502555,False,
T49.5_hm1,49.5,1,1.78,0.1085602767,False,
T49.5_hm1,49.5,1,1.8,0.1068595739,False,
T49.5_hm1,49.5,1,1.82,0.1050291107,False,
T49.5_hm1,49.5,1,1.84,0.103043593,False,
T49.5_hm1,49.5,1,1.86,0.1008680095,False,
T49.5_hm1,49.5,1,1.88,0.0984489714,False,
T49.5_hm1,49.5,1,1.9,0.09571626895,False,
T49.5_hm1,49.5,1,1.92,0.09255232538,False,
T49.5_hm1,49.5,1,1.94,0.08874943558,False,
T49.5_hm1,49.5,1,1.96,0.0838619177,False,
T49.5_hm1,49.5,1,1.98,0.07656489535,False,
T49.5_hm1,49.5,1,2,0.05247049465,False,
T49.75_hm1,49.75,1,0,0.1500000005,False,
T49.75_hm1,49.75,1,0.02,0.1499963782,False,
T49.75_hm1,49.75,1,0.04,0.1499855103,False,
T49.75_hm1,49.75,1,0.06,0.1499673014,False,
T49.75_hm1,49.75,1,0.08,0.1499417814,False,
T49.75_hm1,49.75,1,0.1,0.1499089987,False,
T49.75_hm1,49.75,1,0.12,0.1498689434,False,
T49.75_hm1,49.75,1,0.14,0.1498216031,False,
T49.75_hm1,49.75,1,0.16,0.149766835,False,
T49.75_hm1,49.75,1,0.18,0.1497047285,False,
T49.75_hm1,49.75,1,0.2,0.1496352855,False,
T49.75_hm1,49.75,1,0.22,0.1495584845,False,
T49.75_hm1,49.75,1,0.24,0.1494742869,False,
T49.75_hm1,49.75,1,0.26,0.1493825428,False,
T49.75_hm1,49.75,1,0.28,0.1492833599,False,
T49.75_hm1,49.75,1,0.3,0.1491767066,False,
T49.75_hm1,49.75,1,0.32,0.1490625484,False,
T49.75_hm1,49.75,1,0.34,0.1489407969,False,
T49.75_hm1,49.75,1,0.36,0.1488113596,False,
T49.75_hm1,49.75,1,0.38,0.1486742967,False,
T49.75_hm1,49.75,1,0.4,0.1485295628,False,
T49.75_hm1,49.75,1,0.42,0.1483771095,False,
T49.75_hm1,49.75,1,0.44,0.1482167937,False,
T49.75_hm1,49.75,1,0.46,0.1480485817,False,
T49.75_hm1,49.75,1,0.48,0.1478724836,False,
T49.75_hm1,49.75,1,0.5,0.1476884378,False,
T49.75_hm1,49.75,1,0.52,0.1474963793,False,
T49.75_hm1,49.75,1,0.54,0.147296104,False,
T49.75_hm1,49.75,1,0.56,0.1470876401,False,
T49.75_hm1,49.75,1,0.58,0.1468709422,False,
T49.75_hm1,49.75,1,0.6,0.1466459294,False,
T49.75_hm1,49.75,1,0.62,0.1464125081,False,
T49.75_hm1,49.75,1,0.64,0.1461704293,False,
T49.75_hm1,49.75,1,0.66,0.1459197619,False,
T49.75_hm1,49.75,1,0.68,0.1456604062,False,
T49.75_hm1,49.75,1,0.7,0.1453922571,False,
T49.75_hm1,49.75,1,0.72,0.1451151512,False,
T49.75_hm1,49.75,1,0.74,0.1448288899,False,
T49.75_hm1,49.75,1,0.76,0.1445334807,False,
T49.75_hm1,49.75,1,0.78,0.1442287944,False,
T49.75_hm1,49.75,1,0.8,0.1439146948,False,
T49.75_hm1,49.75,1,0.82,0.1435909347,False,
T49.75_hm1,49.75,1,0.84,0.143257368,False,
T49.75_hm1,49.75,1,0.86,0.1429139283,False,
T49.75_hm1,49.75,1,0.88,0.1425604478,False,
T49.75_hm1,49.75,1,0.9,0.1421967492,False,
T49.75_hm1,49.75,1,0.92,0.1418224804,False,
T49.75_hm1,49.75,1,0.94,0.1414375507,False,
T49.75_hm1,49.75,1,0.96,0.1410418019,False,
T49.75_hm1,49.75,1,0.98,0.1406350132,False,
T49.75_hm1,49.75,1,1,0.140216951,False,
T49.75_hm1,49.75,1,1.02,0.1397871273,False,
T49.75_hm1,49.75,1,1.04,0.1393455107,False,
T49.75_hm1,49.75,1,1.06,0.1388918228,False,
T49.75_hm1,49.75,1,1.08,0.1384257682,False,
T49.75_hm1,49.75,1,1.1,0.1379469699,False,
T49.75_hm1,49.75,1,1.12,0.1374549462,False,
T49.75_hm1,49.75,1,1.14,0.136949539,False,
T49.75_hm1,49.75,1,1.16,0.1364303687,False,
T49.75_hm1,49.75,1,1.18,0.1358970301,False,
T49.75_hm1,49.75,1,1.2,0.1353489437,False,
T49.75_hm1,49.75,1,1.22,0.1347856175,False,
T49.75_hm1,49.75,1,1.24,0.1342067103,False,
T49.75_hm1,49.75,1,1.26,0.1336116872,False,
T49.75_hm1,49.75,1,1.28,0.1329999733,False,
T49.75_hm1,49.75,1,1.3,0.132370687,False,
T49.75_hm1,49.75,1,1.32,0.1317232937,False,
T49.75_hm1,49.75,1,1.34,0.1310571692,False,
T49.75_hm1,49.75,1,1.36,0.1303715269,False,
T49.75_hm1,49.75,1,1.38,0.1296655123,False,
T49.75_hm1,49.75,1,1.4,0.1289377611,False,
T49.75_hm1,49.75,1,1.42,0.1281876283,False,
T49.75_hm1,49.75,1,1.44,0.127414017,False,
T49.75_hm1,49.75,1,1.46,0.1266156993,False,
T49.75_hm1,49.75,1,1.48,0.1257912148,False,
T49.75_hm1,49.75,1,1.5,0.1249386803,False,
T49.75_hm1,49.75,1,1.52,0.1240568587,False,
T49.75_hm1,49.75,1,1.54,0.1231438878,False,
T49.75_hm1,49.75,1,1.56,0.1221976822,False,
T49.75_hm1,49.75,1,1.58,0.1212155608,False,
T49.75_hm1,49.75,1,1.6,0.1201946752,False,
T49.75_hm1,49.75,1,1.62,0.1191324013,False,
T49.75_hm1,49.75,1,1.64,0.1180252545,False,
T49.75_hm1,49.75,1,1.66,0.1168692151,False,
T49.75_hm1,49.75,1,1.68,0.1156588061,False,
T49.75_hm1,49.75,1,1.7,0.1143887405,False,
T49.75_hm1,49.75,1,1.72,0.113052825,False,
T49.75_hm1,49.75,1,1.74,0.1116431931,False,
T49.75_hm1,49.75,1,1.76,0.1101502891,False,
T49.75_hm1,49.75,1,1.78,0.1085603135,False,
T49.75_hm1,49.75,1,1.8,0.1068596147,False,
T49.75_hm1,49.75,1,1.82,0.1050291563,False,
T49.75_hm1,49.75,1,1.84,0.1030436444,False,
T49.75_hm1,49.75,1,1.86,0.1008680683,False,
T49.75_hm1,49.75,1,1.88,0.09844903974,False,
T49.75_hm1,49.75,1,1.9,0.09571635027,False,
T49.75_hm1,49.75,1,1.92,0.09255242532,False,
T49.75_hm1,49.75,1,1.94,0.08874956475,False,
T49.75_hm1,49.75,1,1.96,0.0838621008,False,
T49.75_hm1,49.75,1,1.98,0.07656522433,False,
T49.75_hm1,49.75,1,2,0.05249472464,False,
T50_hm1,50,1,0,0.1499999995,False,
T50_hm1,50,1,0.02,0.1499963772,False,
T50_hm1,50,1,0.04,0.1499855092,False,
T50_hm1,50,1,0.06,0.1499673004,False,
T50_hm1,50,1,0.08,0.1499417803,False,
T50_hm1,50,1,0.1,0.1499089977,False,
T50_hm1,50,1,0.12,0.1498689424,False,
T50_hm1,50,1,0.14,0.1498216022,False,
T50_hm1,50,1,0.16,0.1497668341,False,
T50_hm1,50,1,0.18,0.1497047276,False,
T50_hm1,50,1,0.2,0.1496352847,False,
T50_hm1,50,1,0.22,0.1495584837,False,
T50_hm1,50,1,0.24,0.1494742861,False,
T50_hm1,50,1,0.26,0.1493825421,False,
T50_hm1,50,1,0.28,0.1492833593,False,
T50_hm1,50,1,0.3,0.1491767059,False,
T50_hm1,50,1,0.32,0.1490625478,False,
T50_hm1,50,1,0.34,0.1489407964,False,
T50_hm1,50,1,0.36,0.1488113591,False,
T50_hm1,50,1,0.38,0.1486742963,False,
T50_hm1,50,1,0.4,0.1485295625,False,
T50_hm1,50,1,0.42,0.1483771093,False,
T50_hm1,50,1,0.44,0.1482167935,False,
T50_hm1,50,1,0.46,0.1480485816,False,
T50_hm1,50,1,0.48,0.1478724836,False,
T50_hm1,50,1,0.5,0.1476884379,False,
T50_hm1,50,1,0.52,0.1474963794,False,
T50_hm1,50,1,0.54,0.1472961043,False,
T50_hm1,50,1,0.56,0.1470876405,False,
T50_hm1,50,1,0.58,0.1468709427,False,
T50_hm1,50,1,0.6,0.14664593,False,
T50_hm1,50,1,0.62,0.1464125088,False,
T50_hm1,50,1,0.64,0.1461704301,False,
T50_hm1,50,1,0.66,0.1459197629,False,
T50_hm1,50,1,0.68,0.1456604073,False,
T50_hm1,50,1,0.7,0.1453922583,False,
T50_hm1,50,1,0.72,0.1451151525,False,
T50_hm1,50,1,0.74,0.1448288913,False,
T50_hm1,50,1,0.76,0.1445334823,False,
T50_hm1,50,1,0.78,0.1442287962,False,
T50_hm1,50,1,0.8,0.1439146968,False,
T50_hm1,50,1,0.82,0.1435909368,False,
T50_hm1,50,1,0.84,0.1432573702,False,
T50_hm1,50,1,0.86,0.1429139307,False,
T50_hm1,50,1,0.88,0.1425604504,False,
T50_hm1,50,1,0.9,0.142196752,False,
T50_hm1,50,1,0.92,0.1418224834,False,
T50_hm1,50,1,0.94,0.1414375539,False,
T50_hm1,50,1,0.96,0.1410418053,False,
T50_hm1,50,1,0.98,0.1406350168,False,
T50_hm1,50,1,1,0.1402169548,False,
T50_hm1,50,1,1.02,0.1397871314,False,
T50_hm1,50,1,1.04,0.139345515,False,
T50_hm1,50,1,1.06,0.1388918273,False,
T50_hm1,50,1,1.08,0.138425773,False,
T50_hm1,50,1,1.1,0.1379469749,False,
T50_hm1,50,1,1.12,0.1374549515,False,
T50_hm1,50,1,1.14,0.1369495446,False,
T50_hm1,50,1,1.16,0.1364303746,False,
T50_hm1,50,1,1.18,0.1358970363,False,
T50_hm1,50,1,1.2,0.1353489502,False,
T50_hm1,50,1,1.22,0.1347856244,False,
T50_hm1,50,1,1.24,0.1342067175,False,
T50_hm1,50,1,1.26,0.1336116948,False,
T50_hm1,50,1,1.28,0.1329999814,False,
T50_hm1,50,1,1.3,0.1323706954,False,
T50_hm1,50,1,1.32,0.1317233026,False,
T50_hm1,50,1,1.34,0.1310571785,False,
T50_hm1,50,1,1.36,0.1303715367,False,
T50_hm1,50,1,1.38,0.1296655227,False,
T50_hm1,50,1,1.4,0.128937772,False,
T50_hm1,50,1,1.42,0.1281876398,False,
T50_hm1,50,1,1.44,0.1274140291,False,
T50_hm1,50,1,1.46,0.1266157121,False,
T50_hm1,50,1,1.48,0.1257912283,False,
T50_hm1,50,1,1.5,0.1249386946,False,
T50_hm1,50,1,1.52,0.1240568739,False,
T50_hm1,50,1,1.54,0.1231439038,False,
T50_hm1,50,1,1.56,0.1221976993,False,
T50_hm1,50,1,1.58,0.1212155789,False,
T50_hm1,50,1,1.6,0.1201946945,False,
T50_hm1,50,1,1.62,0.1191324218,False,
T50_hm1,50,1,1.64,0.1180252765,False,
T50_hm1,50,1,1.66,0.1168692387,False,
T50_hm1,50,1,1.68,0.1156588314,False,
T50_hm1,50,1,1.7,0.1143887679,False,
T50_hm1,50,1,1.72,0.1130528547,False,
T50_hm1,50,1,1.74,0.1116432254,False,
T50_hm1,50,1,1.76,0.1101503243,False,
T50_hm1,50,1,1.78,0.1085603523,False,
T50_hm1,50,1,1.8,0.1068596577,False,
T50_hm1,50,1,1.82,0.1050292042,False,
T50_hm1,50,1,1.84,0.1030436985,False,
T50_hm1,50,1,1.86,0.1008681301,False,
T50_hm1,50,1,1.88,0.09844911154,False,
T50_hm1,50,1,1.9,0.09571643561,False,
T50_hm1,50,1,1.92,0.09255253007,False,
T50_hm1,50,1,1.94,0.08874969994,False,
T50_hm1,50,1,1.96,0.08386229207,False,
T50_hm1,50,1,1.98,0.07656556724,False,
T50_hm1,50,1,2,0.05251914163,False,
T50.165_hm1,50.165,1,0,0.1499999997,False,
T50.165_hm1,50.165,1,0.02,0.1499963774,False,
T50.165_hm1,50.165,1,0.04,0.1499855095,False,
T50.165_hm1,50.165,1,0.06,0.1499673007,False,
T50.165_hm1,50.165,1,0.08,0.1499417806,False,
T50.165_hm1,50.165,1,0.1,0.149908998,False,
T50.165_hm1,50.165,1,0.12,0.1498689427,False,
T50.165_hm1,50.165,1,0.14,0.1498216025,False,
T50.165_hm1,50.165,1,0.16,0.1497668345,False,
T50.165_hm1,50.165,1,0.18,0.149704728,False,
T50.165_hm1,50.165,1,0.2,0.1496352851,False,
T50.165_hm1,50.165,1,0.22,0.1495584841,False,
T50.165_hm1,50.165,1,0.24,0.1494742866,False,
T50.165_hm1,50.165,1,0.26,0.1493825426,False,
T50.165_hm1,50.165,1,0.28,0.1492833598,False,
T50.165_hm1,50.165,1,0.3,0.1491767065,False,
T50.165_hm1,50.165,1,0.32,0.1490625484,False,
T50.165_hm1,50.165,1,0.34,0.148940797,False,
T50.165_hm1,50.165,1,0.36,0.1488113598,False,
T50.165_hm1,50.165,1,0.38,0.148674297,False,
T50.165_hm1,50.165,1,0.4,0.1485295633,False,
T50.165_hm1,50.165,1,0.42,0.1483771101,False,
T50.165_hm1,50.165,1,0.44,0.1482167944,False,
T50.165_hm1,50.165,1,0.46,0.1480485825,False,
T50.165_hm1,50.165,1,0.48,0.1478724846,False,
T50.165_hm1,50.165,1,0.5,0.147688439,False,
T50.165_hm1,50.165,1,0.52,0.1474963805,False,
T50.165_hm1,50.165,1,0.54,0.1472961055,False,
T50.165_hm1,50.165,1,0.56,0.1470876417,False,
T50.165_hm1,50.165,1,0.58,0.146870944,False,
T50.165_hm1,50.165,1,0.6,0.1466459314,False,
T50.165_hm1,50.165,1,0.62,0.1464125103,False,
T50.165_hm1,50.165,1,0.64,0.1461704317,False,
T50.165_hm1,50.165,1,0.66,0.1459197645,False,
T50.165_hm1,50.165,1,0.68,0.1456604091,False,
T50.165_hm1,50.165,1,0.7,0.1453922601,False,
T50.165_hm1,50.165,1,0.72,0.1451151544,False,
T50.165_hm1,50.165,1,0.74,0.1448288934,False,
T50.165_hm1,50.165,1,0.76,0.1445334845,False,
T50.165_hm1,50.165,1,0.78,0.1442287984,False,
T50.165_hm1,50.165,1,0.8,0.1439146991,False,
T50.165_hm1,50.165,1,0.82,0.1435909393,False,
T50.165_hm1,50.165,1,0.84,0.1432573728,False,
T50.165_hm1,50.165,1,0.86,0.1429139335,False,
T50.165_hm1,50.165,1,0.88,0.1425604532,False,
T50.165_hm1,50.165,1,0.9,0.142196755,False,
T50.165_hm1,50.165,1,0.92,0.1418224865,False,
T50.165_hm1,50.165,1,0.94,0.1414375571,False,
T50.165_hm1,50.165,1,0.96,0.1410418087,False,
T50.165_hm1,50.165,1,0.98,0.1406350203,False,
T50.165_hm1,50.165,1,1,0.1402169585,False,
T50.165_hm1,50.165,1,1.02,0.1397871352,False,
T50.165_hm1,50.165,1,1.04,0.139345519,False,
T50.165_hm1,50.165,1,1.06,0.1388918315,False,
T50.165_hm1,50.165,1,1.08,0.1384257774,False,
T50.165_hm1,50.165,1,1.1,0.1379469795,False,
T50.165_hm1,50.165,1,1.12,0.1374549563,False,
T50.165_hm1,50.165,1,1.14,0.1369495496,False,
T50.165_hm1,50.165,1,1.16,0.1364303798,False,
T50.165_hm1,50.165,1,1.18,0.1358970417,False,
T50.165_hm1,50.165,1,1.2,0.1353489559,False,
T50.165_hm1,50.165,1,1.22,0.1347856303,False,
T50.165_hm1,50.165,1,1.24,0.1342067236,False,
T50.165_hm1,50.165,1,1.26,0.1336117012,False,
T50.165_hm1,50.165,1,1.28,0.132999988,False,
T50.165_hm1,50.165,1,1.3,0.1323707024,False,
T50.165_hm1,50.165,1,1.32,0.1317233099,False,
T50.165_hm1,50.165,1,1.34,0.1310571861,False,
T50.165_hm1,50.165,1,1.36,0.1303715446,False,
T50.165_hm1,50.165,1,1.38,0.129665531,False,
T50.165_hm1,50.165,1,1.4,0.1289377807,False,
T50.165_hm1,50.165,1,1.42,0.1281876489,False,
T50.165_hm1,50.165,1,1.44,0.1274140386,False,
T50.165_hm1,50.165,1,1.46,0.126615722,False,
T50.165_hm1,50.165,1,1.48,0.1257912388,False,
T50.165_hm1,50.165,1,1.5,0.1249387056,False,
T50.165_hm1,50.165,1,1.52,0.1240568854,False,
T50.165_hm1,50.165,1,1.54,0.123143916,False,
T50.165_hm1,50.165,1,1.56,0.1221977121,False,
T50.165_hm1,50.165,1,1.58,0.1212155925,False,
T50.165_hm1,50.165,1,1.6,0.1201947089,False,
T50.165_hm1,50.165,1,1.62,0.1191324371,False,
T50.165_hm1,50.165,1,1.64,0.1180252928,False,
T50.165_hm1,50.165,1,1.66,0.1168692561,False,
T50.165_hm1,50.165,1,1.68,0.11565885,False,
T50.165_hm1,50.165,1,1.7,0.1143887878,False,
T50.165_hm1,50.165,1,1.72,0.1130528762,False,
T50.165_hm1,50.165,1,1.74,0.1116432487,False,
T50.165_hm1,50.165,1,1.76,0.1101503497,False,
T50.165_hm1,50.165,1,1.78,0.1085603801,False,
T50.165_hm1,50.165,1,1.8,0.1068596883,False,
T50.165_hm1,50.165,1,1.82,0.1050292382,False,
